 0.00000E+00 ,  0.00000E+00
 5.00000E-03 ,  4.00000E-02
 1.00000E-02 ,  8.00000E-02
 1.50000E-02 ,  1.20000E-01
 2.00000E-02 ,  1.60000E-01
 2.50000E-02 ,  2.00000E-01
 3.00000E-02 ,  2.40000E-01
 3.50000E-02 ,  2.80000E-01
 4.00000E-02 ,  3.20000E-01
 4.50000E-02 ,  3.60000E-01
 5.00000E-02 ,  4.00000E-01
 5.50000E-02 ,  4.40000E-01
 6.00000E-02 ,  4.80000E-01
 6.50000E-02 ,  5.20000E-01
 7.00000E-02 ,  5.60000E-01
 7.50000E-02 ,  6.00000E-01
 8.00000E-02 ,  6.40000E-01
 8.50000E-02 ,  6.80000E-01
 9.00000E-02 ,  7.20000E-01
 9.50000E-02 ,  7.60000E-01
 1.00000E-01 ,  8.00000E-01
 1.05000E-01 ,  8.40000E-01
 1.10000E-01 ,  8.80000E-01
 1.15000E-01 ,  9.20000E-01
 1.20000E-01 ,  9.60000E-01
 1.25000E-01 ,  1.00000E+00
 1.30000E-01 ,  9.60000E-01
 1.35000E-01 ,  9.20000E-01
 1.40000E-01 ,  8.80000E-01
 1.45000E-01 ,  8.40000E-01
 1.50000E-01 ,  8.00000E-01
 1.55000E-01 ,  7.60000E-01
 1.60000E-01 ,  7.20000E-01
 1.65000E-01 ,  6.80000E-01
 1.70000E-01 ,  6.40000E-01
 1.75000E-01 ,  6.00000E-01
 1.80000E-01 ,  5.60000E-01
 1.85000E-01 ,  5.20000E-01
 1.90000E-01 ,  4.80000E-01
 1.95000E-01 ,  4.40000E-01
 2.00000E-01 ,  4.00000E-01
 2.05000E-01 ,  3.60000E-01
 2.10000E-01 ,  3.20001E-01
 2.15000E-01 ,  2.80001E-01
 2.20000E-01 ,  2.40001E-01
 2.25000E-01 ,  2.00001E-01
 2.30000E-01 ,  1.60001E-01
 2.35000E-01 ,  1.20001E-01
 2.40000E-01 ,  8.00008E-02
 2.45000E-01 ,  4.00008E-02
 2.50000E-01 ,  8.34465E-07
 2.55000E-01 , -3.99992E-02
 2.60000E-01 , -7.99992E-02
 2.65000E-01 , -1.19999E-01
 2.70000E-01 , -1.59999E-01
 2.75000E-01 , -1.99999E-01
 2.80000E-01 , -2.39999E-01
 2.85000E-01 , -2.79999E-01
 2.90000E-01 , -3.19999E-01
 2.95000E-01 , -3.59999E-01
 3.00000E-01 , -3.99999E-01
 3.05000E-01 , -4.39999E-01
 3.10000E-01 , -4.79999E-01
 3.15000E-01 , -5.19999E-01
 3.20000E-01 , -5.59999E-01
 3.25000E-01 , -5.99999E-01
 3.30000E-01 , -6.39999E-01
 3.35000E-01 , -6.79999E-01
 3.40000E-01 , -7.19999E-01
 3.45000E-01 , -7.59999E-01
 3.50000E-01 , -7.99999E-01
 3.55000E-01 , -8.39998E-01
 3.60000E-01 , -8.79998E-01
 3.65000E-01 , -9.19998E-01
 3.70000E-01 , -9.59998E-01
 3.75000E-01 , -9.99998E-01
 3.80000E-01 , -9.60002E-01
 3.85000E-01 , -9.20002E-01
 3.90000E-01 , -8.80002E-01
 3.95000E-01 , -8.40002E-01
 4.00000E-01 , -8.00002E-01
 4.05000E-01 , -7.60002E-01
 4.10000E-01 , -7.20002E-01
 4.15000E-01 , -6.80002E-01
 4.20000E-01 , -6.40002E-01
 4.25000E-01 , -6.00002E-01
 4.30000E-01 , -5.60002E-01
 4.35000E-01 , -5.20002E-01
 4.40000E-01 , -4.80002E-01
 4.45000E-01 , -4.40002E-01
 4.50000E-01 , -4.00002E-01
 4.55000E-01 , -3.60002E-01
 4.60000E-01 , -3.20002E-01
 4.65000E-01 , -2.80002E-01
 4.70000E-01 , -2.40002E-01
 4.75000E-01 , -2.00002E-01
 4.80000E-01 , -1.60002E-01
 4.85000E-01 , -1.20003E-01
 4.90000E-01 , -8.00025E-02
 4.95000E-01 , -4.00026E-02
 5.00000E-01 , -2.62260E-06
 5.05000E-01 ,  3.99976E-02
 5.10000E-01 ,  7.99975E-02
 5.15000E-01 ,  1.19998E-01
 5.20000E-01 ,  1.59997E-01
 5.25000E-01 ,  1.99997E-01
 5.30000E-01 ,  2.39997E-01
 5.35000E-01 ,  2.79997E-01
 5.40000E-01 ,  3.19997E-01
 5.45000E-01 ,  3.59997E-01
 5.50000E-01 ,  3.99997E-01
 5.55000E-01 ,  4.39997E-01
 5.60000E-01 ,  4.79997E-01
 5.65000E-01 ,  5.19997E-01
 5.70000E-01 ,  5.59997E-01
 5.75000E-01 ,  5.99997E-01
 5.80000E-01 ,  6.39997E-01
 5.85000E-01 ,  6.79997E-01
 5.90000E-01 ,  7.19997E-01
 5.95000E-01 ,  7.59997E-01
 6.00000E-01 ,  7.99997E-01
 6.05000E-01 ,  8.39997E-01
 6.10000E-01 ,  8.79997E-01
 6.15000E-01 ,  9.19997E-01
 6.20000E-01 ,  9.59997E-01
 6.25000E-01 ,  9.99997E-01
 6.30000E-01 ,  9.60003E-01
 6.35000E-01 ,  9.20003E-01
 6.40000E-01 ,  8.80003E-01
 6.45000E-01 ,  8.40003E-01
 6.50000E-01 ,  8.00004E-01
 6.55000E-01 ,  7.60004E-01
 6.60000E-01 ,  7.20004E-01
 6.65000E-01 ,  6.80004E-01
 6.70000E-01 ,  6.40004E-01
 6.75000E-01 ,  6.00004E-01
 6.80000E-01 ,  5.60004E-01
 6.85000E-01 ,  5.20004E-01
 6.90000E-01 ,  4.80004E-01
 6.95000E-01 ,  4.40004E-01
 7.00000E-01 ,  4.00004E-01
 7.05000E-01 ,  3.60004E-01
 7.10000E-01 ,  3.20004E-01
 7.14999E-01 ,  2.80004E-01
 7.19999E-01 ,  2.40004E-01
 7.24999E-01 ,  2.00004E-01
 7.29999E-01 ,  1.60004E-01
 7.34999E-01 ,  1.20004E-01
 7.39999E-01 ,  8.00042E-02
 7.44999E-01 ,  4.00043E-02
 7.49999E-01 ,  4.29153E-06
 7.54999E-01 , -3.99957E-02
 7.59999E-01 , -7.99956E-02
 7.64999E-01 , -1.19996E-01
 7.69999E-01 , -1.59996E-01
 7.74999E-01 , -1.99996E-01
 7.79999E-01 , -2.39995E-01
 7.84999E-01 , -2.79995E-01
 7.89999E-01 , -3.19995E-01
 7.94999E-01 , -3.59995E-01
 7.99999E-01 , -3.99995E-01
 8.04999E-01 , -4.39995E-01
 8.09999E-01 , -4.79995E-01
 8.14999E-01 , -5.19995E-01
 8.19999E-01 , -5.59995E-01
 8.24999E-01 , -5.99995E-01
 8.29999E-01 , -6.39995E-01
 8.34999E-01 , -6.79995E-01
 8.39999E-01 , -7.19995E-01
 8.44999E-01 , -7.59995E-01
 8.49999E-01 , -7.99995E-01
 8.54999E-01 , -8.39995E-01
 8.59999E-01 , -8.79995E-01
 8.64999E-01 , -9.19995E-01
 8.69999E-01 , -9.59995E-01
 8.74999E-01 , -9.99995E-01
 8.79999E-01 , -9.60005E-01
 8.84999E-01 , -9.20005E-01
 8.89999E-01 , -8.80005E-01
 8.94999E-01 , -8.40005E-01
 8.99999E-01 , -8.00005E-01
 9.04999E-01 , -7.60005E-01
 9.09999E-01 , -7.20006E-01
 9.14999E-01 , -6.80006E-01
 9.19999E-01 , -6.40006E-01
 9.24999E-01 , -6.00006E-01
 9.29999E-01 , -5.60006E-01
 9.34999E-01 , -5.20006E-01
 9.39999E-01 , -4.80006E-01
 9.44999E-01 , -4.40006E-01
 9.49999E-01 , -4.00006E-01
 9.54999E-01 , -3.60006E-01
 9.59999E-01 , -3.20006E-01
 9.64999E-01 , -2.80006E-01
 9.69999E-01 , -2.40006E-01
 9.74999E-01 , -2.00006E-01
 9.79999E-01 , -1.60006E-01
 9.84999E-01 , -1.20006E-01
 9.89999E-01 , -8.00061E-02
 9.94999E-01 , -4.00062E-02
 9.99999E-01 , -6.19888E-06
